age,work_class,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,Interests,Looking for,Language
25,Private,10th,Separated,Sales,Unmarried,White,Male,0,0,45,United-States,<=50K,coding,market place,Arabics
23,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,languages,market place,Spanish
19,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,10,United-States,<=50K,art,advice,English
44,Self-emp-not-inc,*,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,music,advice,English
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,games,market place,Tamil
35,Private,Bachelors,*,Sales,Wife,White,Female,0,0,30,United-States,>50K,pets,advice,Hindi
28,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,community,forum,Hindi
50,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Male,2419,0,98,United-States,<=50K,tours,things to do,Hindi
45,Self-emp-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,games,hangouts,Spanish
38,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,50,United-States,<=50K,tours,forum,Arabics
64,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K,literature,meet people,Russian
55,Private,HS-grad,Separated,Exec-managerial,Wife,White,Female,0,0,30,United-States,>50K,football,market place,Hindi
47,Self-emp-inc,Some-college,Never-married,Other-service,Unmarried,White,Female,0,0,50,United-States,<=50K,community,advice,Ukranian
37,Federal-gov,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,1887,54,United-States,>50K,literature,hangouts,Pashto
44,Private,HS-grad,Never-married,Sales,Wife,White,Female,0,0,60,United-States,<=50K,community,market place,Tamil
39,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,literature,market place,Dari
45,Private,HS-grad,Divorced,*,Unmarried,White,Female,0,0,40,United-States,<=50K,games,market place,Bengali
45,State-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,art,things to do,Bari
34,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States,<=50K,pets,hangouts,Spanish
47,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,cooking,hangouts,Russian
17,Private,11th,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,35,United-States,<=50K,literature,hangouts,Tamil
38,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,literature,forum,Bari
21,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K,tours,advice,Dari
37,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,cooking,market place,Dari
40,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K,languages,things to do,Ukranian
28,Private,HS-grad,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,54,United-States,<=50K,football,things to do,Russian
24,Private,Assoc-voc,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,football,advice,Belarussian
41,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,music,market place,English
38,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,>50K,languages,advice,Hindi
33,Self-emp-not-inc,Assoc-voc,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,food,advice,Bari
24,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,37,United-States,<=50K,food,market place,Hindi
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,*,>50K,coding,advice,Somali
63,Private,*,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,cooking,meet people,Pashto
58,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,0,0,20,United-States,>50K,basketball,meet people,Tamil
35,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,0,0,38,United-States,<=50K,cooking,things to do,Dari
34,Private,*,Separated,Other-service,Unmarried,White,Female,0,0,40,Mexico,<=50K,literature,things to do,Dari
31,State-gov,Some-college,Never-married,Adm-clerical,Wife,White,Female,0,0,54,United-States,>50K,community,hangouts,Bengali
76,Local-gov,HS-grad,Widowed,nan,Not-in-family,White,Female,0,0,25,United-States,<=50K,basketball,meet people,Dari
54,nan,HS-grad,Married-civ-spouse,nan,Husband,White,Male,0,0,40,United-States,>50K,pets,hangouts,Tamil
40,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,60,United-States,>50K,art,hangouts,Ukranian
47,Private,HS-grad,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,languages,market place,Ukranian
38,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,928,40,United-States,<=50K,literature,advice,Spanish
39,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Female,0,0,40,United-States,<=50K,basketball,hangouts,Bengali
42,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,games,market place,Russian
56,Private,11th,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K,tours,hangouts,Spanish
56,Self-emp-not-inc,*,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,1977,50,United-States,>50K,literature,hangouts,Tamil
23,Private,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K,literature,advice,Tamil
44,Private,Bachelors,Divorced,Handlers-cleaners,Unmarried,Black,Male,0,0,40,United-States,<=50K,tours,meet people,Arabics
30,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K,tours,market place,Ukranian
20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,2224,20,United-States,<=50K,pets,forum,Tamil
59,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,art,meet people,Ukranian
53,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K,games,hangouts,Ukranian
19,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,30,United-States,<=50K,pets,meet people,Dari
47,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,games,advice,Russian
35,Private,Bachelors,Widowed,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K,community,things to do,Hindi
55,Self-emp-not-inc,*,Never-married,Other-service,Not-in-family,White,Female,0,0,60,*,<=50K,community,hangouts,Hindi
40,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K,literature,things to do,Belarussian
61,Private,HS-grad,Never-married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,languages,hangouts,Bengali
39,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,4064,0,40,United-States,<=50K,art,market place,Bengali
50,Private,HS-grad,Widowed,Exec-managerial,Unmarried,White,Female,0,0,10,United-States,<=50K,languages,things to do,Hindi
30,Private,Assoc-voc,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,>50K,food,forum,Tamil
43,Private,Masters,Separated,Prof-specialty,Unmarried,Black,Female,0,0,38,United-States,<=50K,coding,hangouts,Arabics
36,State-gov,*,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K,music,forum,Spanish
63,Local-gov,*,Married-civ-spouse,Other-service,Husband,White,Male,0,0,54,United-States,<=50K,tours,market place,Hindi
54,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,basketball,forum,Tamil
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K,basketball,market place,Bengali
34,Private,HS-grad,Never-married,Exec-managerial,Unmarried,White,Female,0,0,35,United-States,<=50K,football,forum,Spanish
37,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,languages,advice,Bengali
48,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,*,>50K,pets,market place,Belarussian
53,Local-gov,10th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,art,market place,Spanish
24,Private,Some-college,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,44,nan,<=50K,football,advice,Spanish
41,Private,Masters,Widowed,Prof-specialty,Other-relative,White,Female,4392,0,54,United-States,<=50K,coding,hangouts,Dari
73,nan,10th,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,4,United-States,<=50K,basketball,forum,Bari
23,Self-emp-inc,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,food,meet people,Belarussian
54,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,15,United-States,<=50K,music,meet people,Tamil
31,Private,HS-grad,Never-married,Protective-serv,Husband,*,Male,0,0,60,United-States,>50K,tours,advice,Bari
53,nan,*,Separated,nan,Not-in-family,White,Male,0,0,40,United-States,<=50K,music,things to do,Pashto
40,State-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K,art,market place,Bengali
32,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,languages,market place,Pashto
24,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,24,United-States,<=50K,games,hangouts,Pashto
21,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K,languages,hangouts,Hindi
54,Self-emp-inc,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,languages,hangouts,Ukranian
57,Private,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,food,hangouts,Belarussian
40,Private,Some-college,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,38,United-States,<=50K,pets,market place,Arabics
21,State-gov,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K,pets,advice,Belarussian
33,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,languages,forum,Hindi
37,Self-emp-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50K,food,hangouts,Belarussian
51,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,36,United-States,<=50K,food,meet people,Russian
36,Federal-gov,10th,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K,basketball,things to do,Spanish
28,Local-gov,Masters,Separated,Prof-specialty,Wife,White,Female,7687,0,35,United-States,>50K,tours,meet people,Somali
38,Self-emp-not-inc,Bachelors,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K,football,forum,Tamil
24,Private,HS-grad,Separated,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K,art,hangouts,Pashto
73,Private,HS-grad,Widowed,*,Unmarried,White,Female,0,0,12,United-States,<=50K,languages,advice,Arabics
43,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,art,hangouts,Dari
29,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,40,*,<=50K,art,meet people,Russian
26,Private,Bachelors,Never-married,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K,literature,forum,Bengali
39,Private,Some-college,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,community,meet people,Arabics
27,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K,football,market place,Spanish
53,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K,languages,forum,Pashto
49,Private,*,*,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,music,meet people,Bari
64,nan,HS-grad,Married-civ-spouse,nan,Husband,White,Male,0,0,50,United-States,>50K,tours,forum,Hindi
23,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,0,0,70,*,<=50K,football,meet people,Bari
46,Private,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,games,market place,Somali
48,Private,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,football,advice,Hindi
45,nan,Some-college,Widowed,nan,Wife,Black,Female,0,0,40,United-States,<=50K,music,meet people,Bengali
40,State-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,languages,market place,Spanish
38,Federal-gov,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,15,United-States,<=50K,food,things to do,Hindi
46,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,38,*,>50K,basketball,things to do,Bari
62,Self-emp-inc,*,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,95,United-States,<=50K,food,market place,Bengali
25,Private,Bachelors,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,40,*,<=50K,community,forum,Hindi
45,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K,literature,market place,Somali
77,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,music,things to do,English
66,Private,HS-grad,Widowed,*,Not-in-family,White,Female,0,0,8,United-States,<=50K,games,meet people,Spanish
20,Private,*,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K,basketball,meet people,Spanish
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,games,market place,Russian
57,Local-gov,HS-grad,Divorced,Farming-fishing,Unmarried,White,Female,0,0,65,United-States,<=50K,music,forum,Spanish
21,Private,11th,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,literature,forum,Somali
50,nan,Some-college,Married-civ-spouse,nan,Husband,White,Male,0,0,60,United-States,>50K,languages,advice,Spanish
36,Private,*,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K,tours,forum,Spanish
61,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Wife,White,Female,21480,0,40,United-States,<=50K,pets,market place,Ukranian
20,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,48,United-States,<=50K,pets,forum,Pashto
33,Private,Bachelors,Never-married,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K,pets,things to do,Belarussian
17,Private,*,Never-married,Transport-moving,Own-child,White,Male,0,0,30,nan,<=50K,basketball,market place,Hindi
24,Private,Some-college,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K,football,forum,Hindi
35,Self-emp-inc,Some-college,Never-married,Sales,Husband,White,Male,0,2256,99,United-States,>50K,games,market place,Pashto
32,Private,HS-grad,Divorced,Tech-support,Unmarried,White,Female,0,0,38,United-States,<=50K,art,market place,Belarussian
57,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,<=50K,coding,hangouts,Pashto
34,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,4729,0,40,United-States,<=50K,literature,meet people,English
63,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,0,0,8,United-States,<=50K,coding,hangouts,English
37,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,tours,things to do,Bengali
56,Private,10th,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,38,United-States,<=50K,cooking,forum,Spanish
29,Local-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,cooking,forum,Hindi
34,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K,food,forum,Belarussian
23,Private,Bachelors,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,games,advice,Bari
25,nan,Some-college,Never-married,nan,Not-in-family,Asian-Pac-Islander,Female,0,0,20,United-States,<=50K,pets,meet people,Pashto
25,Private,*,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,*,<=50K,community,advice,Belarussian
54,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,music,advice,Arabics
23,Private,Bachelors,Never-married,Adm-clerical,Own-child,Black,Male,0,0,24,United-States,<=50K,games,market place,Tamil
38,Private,Assoc-voc,Separated,Sales,Unmarried,Black,Female,0,0,6,United-States,<=50K,community,market place,Tamil
27,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K,cooking,market place,Pashto
27,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States,<=50K,football,meet people,Dari
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K,music,forum,Ukranian
17,Private,11th,Never-married,Sales,Unmarried,White,Female,0,0,20,United-States,<=50K,basketball,forum,English
